,Unnamed: 0,text,names,Date,FG,3P,FGA,PTS,Result,EFG
6281,6281,"This hurts my heart but HUGE s/o to Gracie, @stowstudco &amp; the entire #Stow community. You guys were unbelievable. Also a big s/o to Madie &amp; my @stvmathletics fam – damn proud. You guys made this bigger than we ever dreamed. #Dogs #Irish #WingfootsClassic #StriveForGreatness🚀 https://t.co/0Jg4TScREb",Lebron James,2017-12-19,14.0,6.0,22.0,39.0,L ,0.7727272727272727
6282,6282,"Congrats @kobebryant!! Dayuumm man NOT1, NOT 2.. ok it is 2 jerseys going up! Amazing G and appreciate the inspiration from a far u didn't know growing up! #Ko8e24 #Mamba🐍 #Immortalized",Lebron James,2017-12-19,14.0,6.0,22.0,39.0,L ,0.7727272727272727
6283,6283,Congrats young 👑 @shonrp2!!! Keep going. #StriveForGreatness🚀 #OH https://t.co/Cn3LduD7Xr,Lebron James,2017-12-20,3.0,0.0,2.0,5.0,L,1.5
6284,6284,That's amazing!!! Keep going young 👑 @PCampbell21!! #IrishAlumProud☘️ #OH https://t.co/v63yIFJET8,Lebron James,2017-12-20,3.0,0.0,7.0,1.0,L,0.4285714285714285
6285,6285,Well she actually has more game than me! Amazing examples inside our Kingdom! Queen 👸🏾 James get it girl!! #JamesGang👑 #JusKidsFromAkron https://t.co/RmZf9G7p9R,Lebron James,2017-12-21,12.0,2.0,23.0,34.0,W ,0.5652173913043478
6286,6286,You damn right y'all are!! Beautiful Powerful Smart Black Women! ✊🏾🙏🏾👸🏾 https://t.co/m2WP0o6UJ9,Lebron James,2017-12-22,3.0,0.0,3.0,0.0,W,1.0
6287,6287,Go check it out now. Lots of insight from of my closest that has seen the journey. https://t.co/4WuwzXMloC 👑🦁🙏🏾 #LLTKS👑 #SFG🚀 https://t.co/3dcXLVrgjZ,Lebron James,2017-12-22,3.0,0.0,6.0,6.0,W,0.5
6288,6288,"It's 6 o'clock in the morning, let's get these pads lit up!🔥🚨🏆💪🏾👌🏾#StriveForGreatness🚀 https://t.co/qBFA7z9bCO",Lebron James,2017-12-23,3.0,1.0,7.0,3.0,W,0.5
6289,6289,Yes sir!! Oh I already know https://t.co/WVUulTpyUB,Lebron James,2017-12-24,3.0,1.0,2.0,3.0,L,1.75
6290,6290,Being away from my family for the Holidays for work is the absolute worst! Love what I do and wouldn't change it for the world but doesn't change the fact of how I'm feeling at this moment! #MissingTheJamesGang👑,Lebron James,2017-12-25,7.0,2.0,18.0,20.0,L ,0.4444444444444444
6291,6291,Family ties! We push each so we can stand alone when needed but we move as 1 unit so it makes us even stronger! 💪🏾✊🏾🙏🏾👑 #LRMR #RWTW                                                          https://t.co/9dMJCaoRkL,Lebron James,2017-12-25,7.0,2.0,18.0,20.0,L ,0.4444444444444444
6292,6292,Love you guys! Thanks! 🙏🏾 https://t.co/cpiiCFhdaI,Lebron James,2017-12-30,12.0,1.0,22.0,29.0,L ,0.5681818181818182
6293,6293,My G appreciate it! 🙏🏾 https://t.co/ah7jHapKuS,Lebron James,2017-12-30,12.0,1.0,22.0,29.0,L ,0.5681818181818182
6294,6294,My G appreciate it! 🙏🏾 https://t.co/iexBPp6GpG,Lebron James,2017-12-30,12.0,1.0,22.0,29.0,L ,0.5681818181818182
6295,6295,🙏🏾✊🏾💪🏾👑. THANK YOU https://t.co/iWozwH9QPk,Lebron James,2017-12-31,3.0,0.0,9.0,4.0,W,0.3333333333333333
6296,6296,Let's go!!! 🙏🏾💪🏾👑 #WeAreFamily https://t.co/ZpkmagrjX9,Lebron James,2018-01-02,10.0,0.0,17.0,24.0,W ,0.5882352941176471
6297,6297,Retro coming soon..??? Just maybe 🤷🏾‍♂️😐💪🏾👑 https://t.co/i4oJcDLtzG,Lebron James,2018-01-03,8.0,0.0,15.0,19.0,L ,0.5333333333333333
6298,6298,Man I just had the GREATEST Thai massage of all time!! Got me feeling like a slinky. Straight up!!,Lebron James,2018-01-05,3.0,0.0,9.0,3.0,L,0.3333333333333333
6299,6299,Congrats to my G @russwest44 on his signature shoe!! Welcome to the gang bro! 🙏🏾✊🏾💪🏾👑,Lebron James,2018-01-05,3.0,0.0,7.0,1.0,L,0.4285714285714285
6300,6300,Happy Gday to my brother from day 1 @SianCotton85!! 🙏🏾💪🏾✊🏾👑,Lebron James,2018-01-06,12.0,4.0,23.0,33.0,W ,0.6086956521739131
6301,6301,#NBAVote @kevinlove to the All-Star game! I mean just look at his monster year so far! I see you working boooooiiiiii!!,Lebron James,2018-01-07,3.0,0.0,5.0,2.0,L,0.6
6302,6302,"#NBAvote my brother from another, day 1 @DwyaneWade",Lebron James,2018-01-08,4.0,1.0,8.0,10.0,L ,0.5625
6303,6303,#NBAvote My lil pit bull @isaiahthomas!!,Lebron James,2018-01-08,4.0,1.0,8.0,10.0,L ,0.5625
6304,6304,Hope the homie @Klow7 is straight! Thinking about you G! 🙏🏾,Lebron James,2018-01-09,3.0,0.0,1.0,3.0,L,3.0
6305,6305,Going to be one of the greatest days of my life and my kids when this happens! #WeAreFamily https://t.co/U9KcXv7iyO,Lebron James,2018-01-10,3.0,1.0,9.0,0.0,L,0.3888888888888889
6306,6306,#NBAVote my lil bro @BenSimmons25! He definitely got next,Lebron James,2018-01-11,9.0,0.0,16.0,26.0,L ,0.5625
6307,6307,#NBAVote my bro aka Yellow @carmeloanthony!!,Lebron James,2018-01-11,9.0,0.0,16.0,26.0,L ,0.5625
6308,6308,#NBAVote my brother aka the Point God @CP3!,Lebron James,2018-01-11,9.0,0.0,16.0,26.0,L ,0.5625
6309,6309,Man just landed back in Cleveland and I have to say in the 29 years I've lived here this is the coldest I've felt it! Sheesh the hawk is out and he ain't playing around! Burrrrrr!!! ❄️❄️❄️❄️,Lebron James,2018-01-13,3.0,0.0,4.0,6.0,L,0.75
6310,6310,Definitely stepped out by a tiny bit after seeing it over again! Great call. Needed to be in OKC on that drive. Lol. Live and you Learn,Lebron James,2018-01-13,3.0,0.0,4.0,0.0,L,0.75
6311,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
6312,6312,-Injustice Anywhere Is A Threat To Justice Everywhere-  Our Lives Begin To End The Day We Become Silent About Things That Matter- #ThankYouMLK50,Lebron James,2018-01-15,12.0,0.0,18.0,32.0,L ,0.6666666666666666
6313,6313,Happy Gday to my brother from another @DwyaneWade!! Been my dog since we started this journey almost 15 years ago. By the way that gift I got you was right on time for that tooth. Hahahaha!! I’m the best gift giver. 🤷🏾‍♂️🤦🏾‍♂️,Lebron James,2018-01-17,3.0,0.0,1.0,7.0,L,3.0
6314,6314,Man was I garbage tonight! 🤢💩🤮😷!!!! Thank God for teammates. Appreciate it fellas ✊🏾🙏🏾#StriveForGreatness🚀,Lebron James,2018-01-19,3.0,1.0,2.0,2.0,W,1.75
6315,6315,🤣🤣🤣🤣🤣🤣! U forgot Teen 🐺 too. https://t.co/lUGigkAJL9,Lebron James,2018-01-20,8.0,0.0,17.0,18.0,L ,0.4705882352941176
6316,6316,Just trying to be remembered and leave a mark on the game. Truly honored and blessed! 🙏🏾👑#StriveForGreatness🚀 https://t.co/I0ZULtrILJ,Lebron James,2018-01-20,8.0,0.0,17.0,18.0,L ,0.4705882352941176
6317,6317,Yo @boogiecousins chill out man!! Sheesh!!! Super sick stat line,Lebron James,2018-01-23,10.0,2.0,23.0,28.0,L ,0.4782608695652174
6318,6318,"Thank you, Thank you, Thank you to all my family, friends, colleagues, business partners and fans for reaching out by phone, video, social media and all last night! I truly appreciate it!! We did it! #30KClub #StriveForGreatness🚀 #ThekidfromAkron🤴🏾",Lebron James,2018-01-24,3.0,0.0,5.0,2.0,L,0.6
6319,6319,Thank you! 💪🏾 https://t.co/iMGofUVHNq,Lebron James,2018-01-25,3.0,0.0,4.0,3.0,W,0.75
6320,6320,Yo @StephenCurry30 that was fun!! Definitely should’ve been televised. 🤷🏾‍♂️ #AllStarDraft⭐️,Lebron James,2018-01-25,3.0,1.0,7.0,1.0,W,0.5
6321,6321,Prayers sent to @FlyDre21! Hope you gone be good homie. 🙏🏾,Lebron James,2018-01-27,3.0,1.0,5.0,0.0,W,0.7
6322,6322,25K large!!!!! Congrats my brother @carmeloanthony #WalkingBuckets,Lebron James,2018-01-27,3.0,1.0,3.0,0.0,W,1.1666666666666667
6323,6323,Thoughts out to @boogiecousins! Hope you good big fella. 🙏🏾,Lebron James,2018-01-27,3.0,0.0,7.0,6.0,W,0.4285714285714285
6324,6324,Happy Bday to one of the best MC’s ever @JColeNC! All we know they sit the same 🙏🏾✊🏾👑 https://t.co/XnFWtqpsI8,Lebron James,2018-01-28,8.0,1.0,15.0,25.0,W ,0.5666666666666667
6325,6325,I do get to pick who starts on my #TeamLeBron team since I had an injury on my team correct?!?! By the @Yg_Trece happy to have u bro!!,Lebron James,2018-01-28,8.0,1.0,15.0,25.0,W ,0.5666666666666667
6326,6326,"Happy Gday to one of my day 1s @DruOnDemand!!! Love bro, enjoy your day my brother!! #LiveLaughLove",Lebron James,2018-01-29,3.0,0.0,5.0,4.0,W,0.6
6327,6327,Happy Bday Coach Pop!! One of the best to ever do(in my opinion thee best) and even more great guy! #Respect,Lebron James,2018-01-29,3.0,1.0,2.0,2.0,W,1.75
6328,6328,Congrats to my bro @DwyaneWade on passing Larry the Legend Bird in the all time scoring list! #FlashDance⚡️,Lebron James,2018-01-31,8.0,1.0,21.0,24.0,W ,0.4047619047619047
6329,6329,C’mon @JHarden13!!! Now that’s insane G! 60 point Triple Dub. Sheesh!!! 🔥🔥🔥🔥🔥,Lebron James,2018-01-31,8.0,1.0,21.0,24.0,W ,0.4047619047619047
6330,6330,S/o to all my #ipromise kids &amp; families ☝🏾🙏🏾🙌🏾💪🏾💪🏾💪🏾🔥!! @ljfamfoundaton #WeAreFamily https://t.co/rTRBNpcHMl,Lebron James,2018-02-01,3.0,0.0,4.0,1.0,W,0.75
6331,6331,Best of luck to both the @Patriots &amp; @Eagles today in the Granddaddy of them all! May the best team be victorious 🙏🏾 #SuperBowl,Lebron James,2018-02-04,3.0,0.0,1.0,1.0,W,3.0
6332,6332,Salute and congrats to two of my favorites of All-Time @RandyMoss &amp; @terrellowens on the HOF nod! Well damn deserved homies! Love #FreaksofNature #TO #GetMoss’d,Lebron James,2018-02-04,3.0,1.0,9.0,1.0,W,0.3888888888888889
6333,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
6334,6334,This is one incredible game to say the least obviously!! AMAZING #SuperBowl2018,Lebron James,2018-02-05,3.0,0.0,8.0,6.0,L,0.375
6335,6335,50K mins played though @swish41?!?!? Sheesh bro that’s insane. Congrats man! That’s what you call punching in your clock daily!,Lebron James,2018-02-06,10.0,2.0,17.0,25.0,L ,0.6470588235294118
6336,6336,#Facts 💯 Embrace the struggle! Salute and congrats on that performance and Ring in the big dance @NFoles_9 https://t.co/i4fq9QcSge,Lebron James,2018-02-07,16.0,5.0,22.0,37.0,W ,0.8409090909090909
6337,6337,Was hoping for the best news when I saw the play after the game. 🤦🏾‍♂️!! Best wishes and have a speedy healthy recovery @kporzee!! #InjuriesSuch👎🏾,Lebron James,2018-02-07,16.0,5.0,22.0,37.0,W ,0.8409090909090909
6338,6338,Happy Gday my G!! 🙏🏾🎂🎊🎉💯 https://t.co/JU74XvZF0I,Lebron James,2018-02-08,3.0,0.0,2.0,6.0,W,1.5
6339,6339,"HUGE s/o to @StowStudCo &amp; @STVMAthletics. Cheer, student section, community, men’s &amp; women’s bball, the whole family – this game was the epitome of HS hoops. Proud to have you rep #NEOH. Now go get that ‘chip 💪🏾☝🏾#WingfootsClassic #StriveForGreatness🚀 https://t.co/GcEarS0FPn",Lebron James,2018-02-09,8.0,0.0,20.0,22.0,W ,0.4
6340,6340,🔥🔥🔥🔥🔥🔥🔥. Yeah glad you kept those tucked https://t.co/Y1eocdAIZI,Lebron James,2018-02-10,3.0,1.0,7.0,4.0,L,0.5
6341,6341,This is gonna be fun!! Stephen and Jamal are so talented. Very excited to work with them on this. Stay tuned! #MayEvenHaveToMakeACameo  https://t.co/sJ8EoqHs1e,Lebron James,2018-02-13,14.0,3.0,23.0,37.0,W ,0.6739130434782609
6342,6342,Beautiful Black Empowered Women!! Love y’all!! ❤️ https://t.co/dTXqTNeceV,Lebron James,2018-02-13,14.0,3.0,23.0,37.0,W ,0.6739130434782609
6343,6343,Thank you Love you @YaraShahidi!! #LoveOurBlackWomen. All of you are special! ✨⭐️ please remember and know that 👸🏽👸🏾👸🏿 https://t.co/xDDzORBk68,Lebron James,2018-02-16,3.0,0.0,4.0,3.0,L,0.75
6344,6344,Super dope and crazy varsity jacket @kevinlove!! 🔥🔥🔥 https://t.co/WnTdkaFo04,Lebron James,2018-02-18,3.0,1.0,7.0,7.0,L,0.5
6345,6345,Freaking amazing man!!!!! Unbelievable time for father and son! WOW https://t.co/b0PoumJ3eM,Lebron James,2018-02-18,3.0,0.0,8.0,1.0,L,0.375
6346,6346,Something lite bro!!!! 🤷🏾‍♂️ https://t.co/beqhWFwYei,Lebron James,2018-02-18,3.0,0.0,8.0,6.0,L,0.375
6347,6347,Work out Bronny!!! Let’s keep improving and making others better. #JamesGang👑 https://t.co/khNmb6adJp,Lebron James,2018-02-24,3.0,0.0,6.0,2.0,L,0.5
6348,6348,What a night last night! #StriveforGreatness🚀 #LLTK👑 https://t.co/rVTachBHBV,Lebron James,2018-02-28,3.0,0.0,3.0,6.0,L,1.0
6349,6349,Appreciate it Boiiiiiiiiii!! Hurry up and get back so I can get more assist! https://t.co/Jpf95LzI5X,Lebron James,2018-02-28,3.0,1.0,4.0,2.0,L,0.875
6350,6350,That’s super dope!! @StephenCurry30 need to get those framed for sure. https://t.co/vw3Dl9Ms0N,Lebron James,2018-03-01,12.0,2.0,24.0,30.0,L ,0.5416666666666666
6351,6351,Love what @KDTrey5 is doing in his hometown with that up and coming learning center! Means a lot to those  kids. Salute G! 🙏🏾,Lebron James,2018-03-01,12.0,2.0,24.0,30.0,L ,0.5416666666666666
6352,6352,🤷🏾‍♂️ The young generation would say I was in my bag and haters will say it’s fake. https://t.co/hCXa7OctWR,Lebron James,2018-03-02,3.0,0.0,7.0,7.0,L,0.4285714285714285
6353,6353,Straight up man!!  Prayers up to the homie @RickRoss 🙏🏾 https://t.co/YpzSFbgm4Y,Lebron James,2018-03-03,8.0,1.0,19.0,25.0,L ,0.4473684210526316
6354,6354,#JamesGang👑 Plus they won the whole thing too! https://t.co/Z4TEsZlosO,Lebron James,2018-03-05,11.0,5.0,17.0,31.0,W ,0.7941176470588235
6355,6355,Congrats!!! Loved “Get Out”!! Keep it going 🙏🏾 https://t.co/8tbjOtJRIX,Lebron James,2018-03-05,11.0,5.0,17.0,31.0,W ,0.7941176470588235
6356,6356,Salute @kobebryant on that Oscar!! #WeAreMoreThanShutUpDribble #UJustContinueToSitBackAndWatch,Lebron James,2018-03-05,11.0,5.0,17.0,31.0,W ,0.7941176470588235
6357,6357,You’re even more powerful now than ever before @kevinlove!!! Salute and respect brother! ✊🏾💪🏾🙏🏾 https://t.co/6nL6WoZMCm,Lebron James,2018-03-06,3.0,1.0,5.0,3.0,L,0.7
6358,6358,Congrats bro on passing the Logo on the All-Time scoring list!! @carmeloanthony,Lebron James,2018-03-07,15.0,5.0,25.0,39.0,W ,0.7
6359,6359,Yo @Royceda59!!!!! No more freestyles man! People gotta pay for those bars! @funkflex it’s your fault! SHEESH 🔥🔥🔥🔥🔥🔥🔥,Lebron James,2018-03-08,3.0,1.0,5.0,1.0,W,0.7
6360,6360,"Definitely not going today without saying #HappyInternationalWomensDay!! Thank you for being loving, caring, powerful, strong, ambitious, understanding, dedicated, beautiful, etc etc!! This especially to my wife and mother! Love you all❤️❤️❤️❤️",Lebron James,2018-03-09,11.0,3.0,20.0,25.0,L ,0.625
6361,6361,Prayers sent to you right now and up Jalen Brown!!!! Glad to see you walk off on your own 🙏🏾,Lebron James,2018-03-09,11.0,3.0,20.0,25.0,L ,0.625
6362,6362,Helleva career @joethomas73!!! Next stop Canton for you brother!! 🧥 https://t.co/QtoT0DKUwP,Lebron James,2018-03-14,3.0,0.0,5.0,4.0,L,0.6
6363,6363,🤦🏾‍♂️Don’t know what the hell he was thinking!! 🤔Well actually he wasn’t thinking. 🤷🏾‍♂️ #YallWannaSeeADeadBody https://t.co/2lGdH1jRoO,Lebron James,2018-03-14,3.0,0.0,2.0,3.0,L,1.5
6364,6364,Just got to Chicago and @BlazePizza sounds so amazing to me right now! May have to make a stop in there! 🍕 🍕,Lebron James,2018-03-16,3.0,0.0,8.0,4.0,L,0.375
6365,6365,😭😭😭😭😭 at my crazy teammates!! Luckily we didn’t get a technical for being on the court! https://t.co/SY8Z87TgJ9,Lebron James,2018-03-16,3.0,0.0,1.0,4.0,L,3.0
6366,6366,That’s all we know!! 🍀🍀 #bannerchasers #GoIrish https://t.co/fdLY859X2x,Lebron James,2018-03-17,15.0,2.0,26.0,33.0,W ,0.6153846153846154
6367,6367,Super Throwback. Same mindset as when I was a teenager though! #StriveForGreatness🚀 https://t.co/D79KA9VfUP,Lebron James,2018-03-19,16.0,3.0,29.0,40.0,W ,0.603448275862069
6368,6368,Absolutely FACTS!! The whole squad!! The original true blue ones with icy outsoles. Congrats @Iam1Cent. https://t.co/ajEkGbvhAs,Lebron James,2018-03-19,16.0,3.0,29.0,40.0,W ,0.603448275862069
6369,6369,Good luck boys!! Carry On Tradition #bannerchasers #GoIrish🍀🍀 https://t.co/JEz2126c00,Lebron James,2018-03-19,16.0,3.0,29.0,40.0,W ,0.603448275862069
6370,6370,"Well for the younger generation who missed out, I feel for you but guess what!?!? I’m bringing it back to the big screens to show y’all how we used to get down. #HousePartycomingsoon https://t.co/AozCSoCZ09",Lebron James,2018-03-19,16.0,3.0,29.0,40.0,W ,0.603448275862069
6371,6371,That’s exactly the face! 😁👍🏾 https://t.co/AIuXIF4AQV,Lebron James,2018-03-21,11.0,1.0,19.0,35.0,W ,0.6052631578947368
6372,6372,Well guess what the inner #IrishPride woke me up 2 mins before tipoff anyways! Let’s go Irish ☘️ https://t.co/GRWrljzw8B,Lebron James,2018-03-23,11.0,1.0,16.0,27.0,W ,0.71875
6373,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
6374,6374,Carry On Tradition!! Congrats Boys and @CoachDruJoyce!!!! #IrishPridd 🏆🏆🏆🏆🏆🏆🏆🏆 https://t.co/BroJ0t2m79,Lebron James,2018-03-24,3.0,0.0,1.0,3.0,W,3.0
6375,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
6376,6376,EXTREMELY PROUD!!!! 🙏🏾 https://t.co/2KxyJs60gF,Lebron James,2018-03-25,14.0,1.0,19.0,37.0,W ,0.7631578947368421
6377,6377,HAPPY #AirMaxDay!!! Which ones will I wear today 🤔🤷🏾‍♂️😁,Lebron James,2018-03-26,3.0,1.0,9.0,3.0,W,0.3888888888888889
6378,6378,Appreciate you @michaelstrahan!! 🙏🏾 Good to see you today and thanks for taking time to come watch me at work. Keep going to the moon with your endeavors https://t.co/qqByKvcUb2,Lebron James,2018-03-26,3.0,0.0,5.0,6.0,W,0.6
6379,6379,"And we now know that black boys need black men in their lives.  Doesn't even need to their father.  Thank you to every strong, admirable black man who I had as a kid. Please listen and share with your friends and family.  We must continue to educate ourselves on the real issues.",Lebron James,2018-03-29,3.0,0.0,1.0,7.0,W,3.0
6380,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
6381,6381,So proud to announce this project and to partner with @stanleynelson1!! This story and their struggle feels more important everyday.  #Riseup ✊🏾 https://t.co/nSUAIl8mb1,Lebron James,2018-03-31,3.0,0.0,4.0,2.0,W,0.75
6382,6382,CONGRATS Codey!!!! #BlackBoyFly https://t.co/0Zi9ovtVbI,Lebron James,2018-03-31,3.0,0.0,2.0,7.0,W,1.5
6383,6383,🏆🏆🏆🏆🏆🏆🏆🏆 Looks about right! #1 All-Time in Ohio for state championships. 🤷🏾‍♂️😜 #IrishPride🍀 https://t.co/46BzPzmbEX,Lebron James,2018-04-01,5.0,2.0,21.0,16.0,W ,0.2857142857142857
6384,6384,The reason I wore #9 at wideout in HS! Congrats Peter Warrick! https://t.co/IPwnnKggE5,Lebron James,2018-04-01,5.0,2.0,21.0,16.0,W ,0.2857142857142857
6385,6385,Yes sir!! Best 🍕 pies in the world @BlazePizza. Congrats on your day too @QuavoStuntin! 🙏🏾 https://t.co/2nON8ujtLJ,Lebron James,2018-04-02,3.0,1.0,9.0,7.0,L,0.3888888888888889
6386,6386,I shed a tear or 2 every single time this episode comes on! Can’t help it🤷🏾‍♂️. I’ve had that same feeling my whole life. #MommaThankYou❤️ https://t.co/dOg5JMpaCQ,Lebron James,2018-04-03,8.0,3.0,14.0,27.0,W ,0.6785714285714286
6387,6387,Yes Tonight! Very important ✊🏾 https://t.co/VS6BWoaqgy,Lebron James,2018-04-04,3.0,1.0,3.0,1.0,L,1.1666666666666667
6388,6388,Can’t wait to go see it! Wife and I be waiting so patiently. #HorrorHouseWeHave https://t.co/0R9Lg9om9B,Lebron James,2018-04-05,12.0,2.0,20.0,33.0,W ,0.65
6389,6389,"Just heard a new @jerreau track! SHEESH!! “Y’all big lame, probably run your own fan page. My wave man made and I ain’t trying live while I vacay”. 🤦🏾‍♂️ 🔥🔥🔥🔥🔥🔥. The people need it and more my G!",Lebron James,2018-04-09,7.0,3.0,16.0,26.0,W ,0.53125
6390,6390,All love and respect Young King 🤴🏾! Good luck with the draft and do work at the next level. 🙏🏾 https://t.co/E0lG7xXjbx,Lebron James,2018-04-10,3.0,1.0,4.0,4.0,L,0.875
6391,6391,Preach “PrimeTime”! Once u understand that you’ll be better off. #Facts #HandleYourBusiness ✊🏾🙏🏾 https://t.co/YMwYp1m77d,Lebron James,2018-04-14,3.0,0.0,5.0,1.0,W,0.6
6392,6392,#JamesGang👑 More to come in a couple weeks at Nationals https://t.co/FwSMjHm2lF,Lebron James,2018-06-26,3.0,0.0,5.0,1.0,L,0.6
6393,6393,Haven’t been to a pizza party in a minute 🤔 Culver City? 👀🍕 https://t.co/1QxgALyekK,Lebron James,2018-07-09,3.0,1.0,4.0,7.0,W,0.875
6394,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
6395,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
6396,6396,MVP!!!! @joshhart Congrats G #LakeShow,Lebron James,2018-07-17,3.0,0.0,8.0,4.0,L,0.375
6397,6397,We live!!! @springhillent #BestShotSeries 🏀 #BlueDevils 😈 https://t.co/bWHoSo5xbX,Lebron James,2018-07-18,3.0,0.0,6.0,1.0,L,0.5
6398,6398,Playing that @CollinYoungBull D on my daughter and she turned it into a Elvis 🕺🏽 shimmy dance! 🤣🤣🤣 https://t.co/OAdKOgWQVR,Lebron James,2018-07-19,3.0,0.0,1.0,0.0,W,3.0
6399,6399,ABSOLUTELY!!! 🙏🏾 #AMustWatch👀 https://t.co/p7Wvlo6gnc,Lebron James,2018-07-19,3.0,1.0,2.0,2.0,W,1.75
6400,6400,Yes sir!! My guys @Iam1Cent @MikeMiller_13 🙏🏾 #SFG🚀 https://t.co/YVV8x6jD8q,Lebron James,2018-07-23,3.0,1.0,3.0,5.0,L,1.1666666666666667
6401,6401,Happy G-day Young King @kylekuzma!! Enjoy your day. 🙏🏾,Lebron James,2018-07-24,3.0,1.0,3.0,5.0,L,1.1666666666666667
6402,6402,Secure the 💼!!! Congrats brother @kevinlove. Nobu Malibu or Wally’s on you!!! 🤷🏾‍♂️ 💰 💰 💰 💰 💰,Lebron James,2018-07-24,3.0,0.0,7.0,4.0,L,0.4285714285714285
6403,6403,So INSPIRING!!! Defy the Odds #MoreThanAnAthlete https://t.co/9nCJHmChf8,Lebron James,2018-07-24,3.0,1.0,8.0,6.0,L,0.4375
6404,6404,“THE SHOP” 🗣 https://t.co/tpEoqGns2N,Lebron James,2018-07-26,3.0,0.0,6.0,7.0,W,0.5
6405,6405,“THE SHOP” 🗣 https://t.co/gyFECnW2KV,Lebron James,2018-07-26,3.0,0.0,4.0,4.0,W,0.75
6406,6406,"I am so proud of this project.  Athletes and artists get to have a real, uninterrupted discussion the way we always do. Politics, race, culture, music fashion...all of it. #IAmMoreThanAnAthlete  https://t.co/TcpwJ38ANW",Lebron James,2018-07-26,3.0,1.0,5.0,4.0,W,0.7
6407,6407,I see you!  Our community will be changed forever because of you!I’m so humbled and appreciative that you chose to be on this journey. Cant wait to see you Monday! #StriveForGreatness🚀 https://t.co/K4QI72EfTW,Lebron James,2018-07-28,3.0,1.0,3.0,4.0,L,1.1666666666666667
6408,6408,Thank you! 🙏🏾 #StriveForGreatness🚀 https://t.co/8iAtomdrCP,Lebron James,2018-07-29,3.0,0.0,2.0,3.0,W,1.5
6409,6409,The jitters before the first day of school are real right now!!! Tomorrow is going to be one of the greatest moments (if not the greatest) of my life when we open the #IPROMISE School. This skinny kid from Akron who missed 83 days of school in the 4th grade had big dreams... https://t.co/PwmRaHRfng,Lebron James,2018-07-29,3.0,0.0,5.0,1.0,W,0.6
6410,6410,Thank you @JeanieBuss!! 🙏🏾 https://t.co/M64zaFiH8J,Lebron James,2018-07-30,3.0,0.0,2.0,4.0,W,1.5
6411,6411,👀 Uh-Oh!! #YoungKing👑 #BronnyJames🤴🏾 https://t.co/OhkgmBbmBB,Lebron James,2018-07-30,3.0,0.0,1.0,0.0,W,3.0
6412,6412,To you @MichelleObama &amp; @BarackObama THANK YOU!!! 🙏🏾 @IPROMISESchool #IPROMISE https://t.co/eFulE2AgaS,Lebron James,2018-07-31,3.0,1.0,8.0,1.0,W,0.4375
6413,6413,Can’t wait for this completion as well! 🙏🏾 #IPromise #WeAreFamily https://t.co/ZkiDSxNsxF,Lebron James,2018-07-31,3.0,0.0,4.0,5.0,W,0.75
6414,6414,SHEESH!!!!! 👀👑🔥Saturday @johnelliottco #StriveForGreatness🚀 #NikeLifer ✔️ https://t.co/PRXCoreZv9,Lebron James,2018-08-01,3.0,0.0,1.0,2.0,L,3.0
6415,6415,"Man me and my homies grew up watching a kid who could dribble up to 6 rocks at one time. Man when he got to a real game, shook ones 😱!! U would have thought he had no hands at all. https://t.co/SuG4iZbOYf",Lebron James,2018-08-02,3.0,0.0,1.0,6.0,W,3.0
6416,6416,📷 ready!! 😁 https://t.co/oGzkqx8jKy,Lebron James,2018-08-03,3.0,0.0,9.0,7.0,L,0.3333333333333333
6417,6417,Let’s get it kids!! Love you guys https://t.co/kY88geedus,Lebron James,2018-08-04,3.0,0.0,5.0,4.0,L,0.6
6418,6418,"Happy Birthday to 20% of the Rat Pack, my brother @pr_RWTW!! 🗣🗣🗣 #LetsEnjoyItToTheFullest",Lebron James,2018-08-05,3.0,0.0,3.0,6.0,L,1.0
6419,6419,Yes sir!! Far from finished! #IrishPride☘️☘️☘️ https://t.co/kC62N7pizW,Lebron James,2018-08-06,3.0,0.0,1.0,5.0,L,3.0
6420,6420,Let’s Go!!! 💪🏾🙏🏾 https://t.co/DsYpqH1ms2,Lebron James,2018-08-06,3.0,0.0,7.0,3.0,L,0.4285714285714285
6421,6421,Just 1 week away!! #WeAreFamily #IPROMISE My kids and families love @cedarpoint that’s for sure https://t.co/1FSZSuIur6,Lebron James,2018-08-07,3.0,0.0,8.0,6.0,W,0.375
6422,6422,Let’s Go!!! 🏃🏾💨💨💨 @SpringHillEnt https://t.co/ROQzB8iWze,Lebron James,2018-08-07,3.0,1.0,7.0,1.0,W,0.5
6423,6423,Count your blessing and dive head first into your dreams!! 🙏🏾💯👑 #TheKidFromAkron https://t.co/VysQvfN8ux,Lebron James,2018-08-09,3.0,0.0,2.0,1.0,W,1.5
6424,6424,OH MAN Gwangi told me he’s super excited for y’all to see him on the Big Screen coming soon to a theater near you! #SMALLFOOT https://t.co/0ZR1aVOeZX,Lebron James,2018-08-09,3.0,0.0,9.0,3.0,W,0.3333333333333333
